1764682238.417145 server started (68603): version 3.6, socket /private/tmp/tmux-501/default, protocol 8
1764682238.417196 on Darwin 24.5.0 Darwin Kernel Version 24.5.0: Tue Apr 22 19:54:43 PDT 2025; root:xnu-11417.121.6~2/RELEASE_ARM64_T8132
1764682238.417207 using libevent 2.1.12-stable select
1764682238.417220 using utf8proc 2.11.2
1764682238.417228 using ncurses 6.5 20240427
1764682238.486058 style_parse: bg=#49556a
1764682238.486060 options_push_changes: window-status-current-style
1764682238.486061 cmd_find_best_session: 0 sessions to try
1764682238.486063 cmdq_next <global>: [set-option/0x14322bcd0] (0), flags 0
1764682238.486064 cmd_find_best_session: 0 sessions to try
1764682238.486066 cmd_find_current_client: no target, return 0x0
1764682238.486067 cmd_find_best_session: 0 sessions to try
1764682238.486069 cmd_find_current_client: no target, return 0x0
1764682238.486070 cmd_find_best_session: 0 sessions to try
1764682238.486072 cmd_find_target: target none, type pane, item 0x14322bcd0, flags QUIET,CANFAIL
1764682238.486073 cmd_find_best_session: 0 sessions to try
1764682238.486074 cmd_find_target: error
1764682238.486076 format_defaults: c=none
1764682238.486077 format_defaults: s=none
1764682238.486079 format_defaults: wl=none
1764682238.486080 format_defaults: wp=none
1764682238.486082 format_expand1: expanding format: window-status-activity-style
1764682238.486083 format_expand1: result is: window-status-activity-style
1764682238.486086 style_parse: fg=#edecee,bg=#16151B
1764682238.486087 style_parse: fg=#edecee
1764682238.486089 style_parse: bg=#16151B
1764682238.486091 options_push_changes: window-status-activity-style
1764682238.486092 cmd_find_best_session: 0 sessions to try
1764682238.486094 cmdq_next <global>: [set-option/0x143235610] (0), flags 0
1764682238.486095 cmd_find_best_session: 0 sessions to try
1764682238.486097 cmd_find_current_client: no target, return 0x0
1764682238.486098 cmd_find_best_session: 0 sessions to try
1764682238.486099 cmd_find_current_client: no target, return 0x0
1764682238.486101 cmd_find_best_session: 0 sessions to try
1764682238.486102 cmd_find_target: target none, type pane, item 0x143235610, flags QUIET,CANFAIL
1764682238.486104 cmd_find_best_session: 0 sessions to try
1764682238.486105 cmd_find_target: error
1764682238.486107 format_defaults: c=none
1764682238.486108 format_defaults: s=none
1764682238.486109 format_defaults: wl=none
1764682238.486111 format_defaults: wp=none
1764682238.486112 format_expand1: expanding format: window-status-format
1764682238.486114 format_expand1: result is: window-status-format
1764682238.486117 options_push_changes: window-status-format
1764682238.486119 cmd_find_best_session: 0 sessions to try
1764682238.486120 cmdq_next <global>: [set-option/0x143225030] (0), flags 0
1764682238.486122 cmd_find_best_session: 0 sessions to try
1764682238.486123 cmd_find_current_client: no target, return 0x0
1764682238.486124 cmd_find_best_session: 0 sessions to try
1764682238.486126 cmd_find_current_client: no target, return 0x0
1764682238.486127 cmd_find_best_session: 0 sessions to try
1764682238.486131 cmd_find_target: target none, type pane, item 0x143225030, flags QUIET,CANFAIL
1764682238.486132 cmd_find_best_session: 0 sessions to try
1764682238.486134 cmd_find_target: error
1764682238.486135 format_defaults: c=none
1764682238.486137 format_defaults: s=none
1764682238.486138 format_defaults: wl=none
1764682238.486139 format_defaults: wp=none
1764682238.486141 format_expand1: expanding format: window-status-current-format
1764682238.486142 format_expand1: result is: window-status-current-format
1764682238.486145 options_push_changes: window-status-current-format
1764682238.486147 cmd_find_best_session: 0 sessions to try
1764682238.486148 cmdq_next <global>: [set-option/0x14320fd40] (0), flags 0
1764682238.486150 cmd_find_best_session: 0 sessions to try
1764682238.486151 cmd_find_current_client: no target, return 0x0
1764682238.486153 cmd_find_best_session: 0 sessions to try
1764682238.486154 cmd_find_current_client: no target, return 0x0
1764682238.486155 cmd_find_best_session: 0 sessions to try
1764682238.486157 cmd_find_target: target none, type pane, item 0x14320fd40, flags QUIET,CANFAIL
1764682238.486158 cmd_find_best_session: 0 sessions to try
1764682238.486160 cmd_find_target: error
1764682238.486161 format_defaults: c=none
1764682238.486163 format_defaults: s=none
1764682238.486164 format_defaults: wl=none
1764682238.486165 format_defaults: wp=none
1764682238.486167 format_expand1: expanding format: window-status-separator
1764682238.486168 format_expand1: result is: window-status-separator
1764682238.486171 options_push_changes: window-status-separator
1764682238.486173 cmd_find_best_session: 0 sessions to try
1764682238.486174 cmdq_next <global>: [unbind-key/0x14320d110] (0), flags 0
1764682238.486176 cmd_find_best_session: 0 sessions to try
1764682238.486177 cmd_find_current_client: no target, return 0x0
1764682238.486179 cmd_find_best_session: 0 sessions to try
1764682238.486180 cmd_find_current_client: no target, return 0x0
1764682238.486189 cmd_find_best_session: 0 sessions to try
1764682238.486190 cmd_find_best_session: 0 sessions to try
1764682238.486195 key_bindings_remove: 0x10e104 MouseDragEnd1Pane
1764682238.486197 cmd_find_best_session: 0 sessions to try
1764682238.486198 cmdq_next <global>: [if-shell/0x143207b30] (0), flags 0
1764682238.486200 cmd_find_best_session: 0 sessions to try
1764682238.486201 cmd_find_current_client: no target, return 0x0
1764682238.486202 cmd_find_best_session: 0 sessions to try
1764682238.486204 cmd_find_current_client: no target, return 0x0
1764682238.486205 cmd_find_best_session: 0 sessions to try
1764682238.486207 cmd_find_target: target none, type pane, item 0x143207b30, flags QUIET,CANFAIL
1764682238.486208 cmd_find_best_session: 0 sessions to try
1764682238.486210 cmd_find_target: error
1764682238.486211 format_defaults: c=none
1764682238.486213 format_defaults: s=none
1764682238.486214 format_defaults: wl=none
1764682238.486216 format_defaults: wp=none
1764682238.486217 format_expand1: expanding format: test -e ~/.tmux.conf.local
1764682238.486219 format_expand1: result is: test -e ~/.tmux.conf.local
1764682238.486328 job_run: cmd=test -e ~/.tmux.conf.local, cwd=/Users/jinwei/work/my_opensource/Redust, shell=/bin/sh
1764682238.486344 run job 0x132604d30: test -e ~/.tmux.conf.local, pid 68607
1764682238.486348 cmdq_next <global>: exit (wait)
1764682238.486350 cmdq_next </dev/ttys000>: waiting
1764682238.486352 cmdq_next <global>: waiting
1764682238.486353 cmdq_next </dev/ttys000>: waiting
1764682238.486364 job write 0x132604d30: test -e ~/.tmux.conf.local, pid 68607, output left 0
1764682238.486368 cmdq_next <global>: waiting
1764682238.486370 cmdq_next </dev/ttys000>: waiting
1764682238.486419 job_run: cmd=test -e ~/.tmux.conf.local, cwd=/Users/jinwei/work/my_opensource/Redust, shell=/bin/sh
1764682238.488697 job error 0x132604d30: test -e ~/.tmux.conf.local, pid 68607
1764682238.488700 server_signal: Child exited: 20
1764682238.488702 job died 0x132604d30: test -e ~/.tmux.conf.local, pid 68607
1764682238.488704 free job 0x132604d30: test -e ~/.tmux.conf.local
1764682238.488712 cmdq_next <global>: enter
1764682238.488714 cmdq_next <global>: [if-shell/0x143207b30] (0), flags 1
1764682238.488754 cmdq_next <global>: [cfg_done/0x1432098a0] (1), flags 0
1764682238.488756 cmdq_next <global>: exit (empty)
1764682238.488758 cmdq_next </dev/ttys000>: enter
1764682238.488760 cmdq_next </dev/ttys000>: [cfg_client_done/0x143251320] (1), flags 1
1764682238.488761 unref client 0x145008e00 (4 references)
1764682238.488764 cmdq_next </dev/ttys000>: [new-session/0x143245910] (0), flags 0
1764682238.488766 message: /dev/ttys000 command: new-session
1764682238.488774 cmd_find_best_session: 0 sessions to try
1764682238.488776 cmd_find_current_client: no target, return 0x0
1764682238.488777 cmd_find_best_session: 0 sessions to try
1764682238.488779 cmd_find_target: target none, type session, item 0x143245910, flags QUIET,CANFAIL
1764682238.488780 cmd_find_best_session: 0 sessions to try
1764682238.488782 cmd_find_target: error
1764682238.488786 adding term xterm-256color
1764682238.488913 adding terminal features clipboard:ccolour:cstyle:focus:title
1764682238.488915 adding terminal feature: clipboard
1764682238.488917 adding terminal feature: ccolour
1764682238.488918 adding terminal feature: cstyle
1764682238.488920 adding terminal feature: focus
1764682238.488921 adding terminal feature: title
1764682238.488926 xterm-256color override: Tc
1764682238.488928 SIXEL flag is 0
1764682238.488929 RGBCOLOURS flag is 0
1764682238.488931 DECSLRM flag is 0
1764682238.488932 DECFRA flag is 0
1764682238.488933 NOAM flag is 0
1764682238.488935 adding terminal features bpaste,focus,title
1764682238.488936 adding terminal feature: bpaste
1764682238.488938 adding terminal features RGB
1764682238.488939 adding terminal feature: RGB
1764682238.488941 applying terminal features: bpaste,ccolour,clipboard,cstyle,focus,RGB,title
1764682238.488943 applying terminal feature: bpaste
1764682238.488944 adding capability: Enbp=\\E[?2004h
1764682238.488947 adding capability: Dsbp=\\E[?2004l
1764682238.488949 applying terminal feature: ccolour
1764682238.488950 adding capability: Cs=\\E]12;%p1%s\\a
1764682238.488952 adding capability: Cr=\\E]112\\a
1764682238.488954 applying terminal feature: clipboard
1764682238.488956 adding capability: Ms=\\E]52;%p1%s;%p2%s\\a
1764682238.488958 applying terminal feature: cstyle
1764682238.488959 adding capability: Ss=\\E[%p1%d q
1764682238.488961 adding capability: Se=\\E[2 q
1764682238.488963 applying terminal feature: focus
1764682238.488964 adding capability: Enfcs=\\E[?1004h
1764682238.488966 adding capability: Dsfcs=\\E[?1004l
1764682238.488968 applying terminal feature: RGB
1764682238.488970 adding capability: AX
1764682238.488972 adding capability: setrgbf=\\E[38;2;%p1%d;%p2%d;%p3%dm
1764682238.488974 adding capability: setrgbb=\\E[48;2;%p1%d;%p2%d;%p3%dm
1764682238.488976 adding capability: setab=\\E[%?%p1%{8}%<%t4%p1%d%e%p1%{16}%<%t10%p1%{8}%-%d%e48;5;%p1%d%;m
1764682238.488979 adding capability: setaf=\\E[%?%p1%{8}%<%t3%p1%d%e%p1%{16}%<%t9%p1%{8}%-%d%e38;5;%p1%d%;m
1764682238.488981 applying terminal feature: title
1764682238.488982 adding capability: tsl=\\E]0;
1764682238.488984 adding capability: fsl=\\a
1764682238.488987 xterm-256color override: Tc
1764682238.488988 SIXEL flag is 0
1764682238.488990 RGBCOLOURS flag is 1
1764682238.488991 DECSLRM flag is 0
1764682238.488993 DECFRA flag is 0
1764682238.488994 NOAM flag is 0
1764682238.488996 xterm-256color   0: acsc: (string) ``aaffggiijjkkllmmnnooppqqrrssttuuvvwwxxyyzz{{||}}~~
1764682238.488998 xterm-256color   1: am: (flag) true
1764682238.488999 xterm-256color   2: AX: (flag) true
1764682238.489001 xterm-256color   3: bce: (flag) true
1764682238.489003 xterm-256color   4: bel: (string) \\a
1764682238.489004 xterm-256color   5: Bidi: [missing]
1764682238.489006 xterm-256color   6: blink: (string) \\033[5m
1764682238.489007 xterm-256color   7: bold: (string) \\033[1m
1764682238.489009 xterm-256color   8: civis: (string) \\033[?25l
1764682238.489011 xterm-256color   9: clear: (string) \\033[H\\033[2J
1764682238.489014 xterm-256color  10: Clmg: [missing]
1764682238.489016 xterm-256color  11: Cmg: [missing]
1764682238.489018 xterm-256color  12: cnorm: (string) \\033[?12l\\033[?25h
1764682238.489019 xterm-256color  13: colors: (number) 256
1764682238.489021 xterm-256color  14: Cr: (string) \\033]112\\a
1764682238.489022 xterm-256color  15: Cs: (string) \\033]12;%p1%s\\a
1764682238.489024 xterm-256color  16: csr: (string) \\033[%i%p1%d;%p2%dr
1764682238.489026 xterm-256color  17: cub: (string) \\033[%p1%dD
1764682238.489027 xterm-256color  18: cub1: (string) \\b
1764682238.489029 xterm-256color  19: cud: (string) \\033[%p1%dB
1764682238.489030 xterm-256color  20: cud1: (string) \\n
1764682238.489032 xterm-256color  21: cuf: (string) \\033[%p1%dC
1764682238.489033 xterm-256color  22: cuf1: (string) \\033[C
1764682238.489035 xterm-256color  23: cup: (string) \\033[%i%p1%d;%p2%dH
1764682238.489036 xterm-256color  24: cuu: (string) \\033[%p1%dA
1764682238.489038 xterm-256color  25: cuu1: (string) \\033[A
1764682238.489039 xterm-256color  26: cvvis: (string) \\033[?12;25h
1764682238.489041 xterm-256color  27: dch: (string) \\033[%p1%dP
1764682238.489042 xterm-256color  28: dch1: (string) \\033[P
1764682238.489044 xterm-256color  29: dim: (string) \\033[2m
1764682238.489045 xterm-256color  30: dl: (string) \\033[%p1%dM
1764682238.489047 xterm-256color  31: dl1: (string) \\033[M
1764682238.489048 xterm-256color  32: Dsbp: (string) \\033[?2004l
1764682238.489050 xterm-256color  33: Dseks: [missing]
1764682238.489051 xterm-256color  34: Dsfcs: (string) \\033[?1004l
1764682238.489053 xterm-256color  35: Dsmg: [missing]
1764682238.489054 xterm-256color  36: E3: (string) \\033[3J
1764682238.489056 xterm-256color  37: ech: (string) \\033[%p1%dX
1764682238.489057 xterm-256color  38: ed: (string) \\033[J
1764682238.489059 xterm-256color  39: el: (string) \\033[K
1764682238.489060 xterm-256color  40: el1: (string) \\033[1K
1764682238.489061 xterm-256color  41: enacs: [missing]
1764682238.489063 xterm-256color  42: Enbp: (string) \\033[?2004h
1764682238.489064 xterm-256color  43: Eneks: [missing]
1764682238.489066 xterm-256color  44: Enfcs: (string) \\033[?1004h
1764682238.489067 xterm-256color  45: Enmg: [missing]
1764682238.489069 xterm-256color  46: fsl: (string) \\a
1764682238.489070 xterm-256color  47: Hls: [missing]
1764682238.489072 xterm-256color  48: home: (string) \\033[H
1764682238.489073 xterm-256color  49: hpa: (string) \\033[%i%p1%dG
1764682238.489075 xterm-256color  50: ich: (string) \\033[%p1%d@
1764682238.489076 xterm-256color  51: ich1: [missing]
1764682238.489078 xterm-256color  52: il: (string) \\033[%p1%dL
1764682238.489079 xterm-256color  53: il1: (string) \\033[L
1764682238.489081 xterm-256color  54: indn: (string) \\033[%p1%dS
1764682238.489082 xterm-256color  55: invis: (string) \\033[8m
1764682238.489084 xterm-256color  56: kcbt: (string) \\033[Z
1764682238.489085 xterm-256color  57: kcub1: (string) \\033OD
1764682238.489087 xterm-256color  58: kcud1: (string) \\033OB
1764682238.489088 xterm-256color  59: kcuf1: (string) \\033OC
1764682238.489089 xterm-256color  60: kcuu1: (string) \\033OA
1764682238.489091 xterm-256color  61: kDC: (string) \\033[3;2~
1764682238.489093 xterm-256color  62: kDC3: (string) \\033[3;3~
1764682238.489094 xterm-256color  63: kDC4: (string) \\033[3;4~
1764682238.489095 xterm-256color  64: kDC5: (string) \\033[3;5~
1764682238.489097 xterm-256color  65: kDC6: (string) \\033[3;6~
1764682238.489098 xterm-256color  66: kDC7: (string) \\033[3;7~
1764682238.489100 xterm-256color  67: kdch1: (string) \\033[3~
1764682238.489101 xterm-256color  68: kDN: (string) \\033[1;2B
1764682238.489103 xterm-256color  69: kDN3: (string) \\033[1;3B
1764682238.489104 xterm-256color  70: kDN4: (string) \\033[1;4B
1764682238.489106 xterm-256color  71: kDN5: (string) \\033[1;5B
1764682238.489107 xterm-256color  72: kDN6: (string) \\033[1;6B
1764682238.489108 xterm-256color  73: kDN7: (string) \\033[1;7B
1764682238.489110 xterm-256color  74: kend: (string) \\033OF
1764682238.489111 xterm-256color  75: kEND: (string) \\033[1;2F
1764682238.489115 xterm-256color  76: kEND3: (string) \\033[1;3F
1764682238.489116 xterm-256color  77: kEND4: (string) \\033[1;4F
1764682238.489118 xterm-256color  78: kEND5: (string) \\033[1;5F
1764682238.489119 xterm-256color  79: kEND6: (string) \\033[1;6F
1764682238.489121 xterm-256color  80: kEND7: (string) \\033[1;7F
1764682238.489122 xterm-256color  81: kf1: (string) \\033OP
1764682238.489124 xterm-256color  82: kf10: (string) \\033[21~
1764682238.489125 xterm-256color  83: kf11: (string) \\033[23~
1764682238.489127 xterm-256color  84: kf12: (string) \\033[24~
1764682238.489128 xterm-256color  85: kf13: (string) \\033[1;2P
1764682238.489130 xterm-256color  86: kf14: (string) \\033[1;2Q
1764682238.489131 xterm-256color  87: kf15: (string) \\033[1;2R
1764682238.489132 xterm-256color  88: kf16: (string) \\033[1;2S
1764682238.489134 xterm-256color  89: kf17: (string) \\033[15;2~
1764682238.489135 xterm-256color  90: kf18: (string) \\033[17;2~
1764682238.489137 xterm-256color  91: kf19: (string) \\033[18;2~
1764682238.489138 xterm-256color  92: kf2: (string) \\033OQ
1764682238.489140 xterm-256color  93: kf20: (string) \\033[19;2~
1764682238.489141 xterm-256color  94: kf21: (string) \\033[20;2~
1764682238.489142 xterm-256color  95: kf22: (string) \\033[21;2~
1764682238.489144 xterm-256color  96: kf23: (string) \\033[23;2~
1764682238.489145 xterm-256color  97: kf24: (string) \\033[24;2~
1764682238.489147 xterm-256color  98: kf25: (string) \\033[1;5P
1764682238.489148 xterm-256color  99: kf26: (string) \\033[1;5Q
1764682238.489150 xterm-256color 100: kf27: (string) \\033[1;5R
1764682238.489151 xterm-256color 101: kf28: (string) \\033[1;5S
1764682238.489153 xterm-256color 102: kf29: (string) \\033[15;5~
1764682238.489154 xterm-256color 103: kf3: (string) \\033OR
1764682238.489156 xterm-256color 104: kf30: (string) \\033[17;5~
1764682238.489157 xterm-256color 105: kf31: (string) \\033[18;5~
1764682238.489159 xterm-256color 106: kf32: (string) \\033[19;5~
1764682238.489160 xterm-256color 107: kf33: (string) \\033[20;5~
1764682238.489162 xterm-256color 108: kf34: (string) \\033[21;5~
1764682238.489163 xterm-256color 109: kf35: (string) \\033[23;5~
1764682238.489164 xterm-256color 110: kf36: (string) \\033[24;5~
1764682238.489166 xterm-256color 111: kf37: (string) \\033[1;6P
1764682238.489167 xterm-256color 112: kf38: (string) \\033[1;6Q
1764682238.489169 xterm-256color 113: kf39: (string) \\033[1;6R
1764682238.489170 xterm-256color 114: kf4: (string) \\033OS
1764682238.489172 xterm-256color 115: kf40: (string) \\033[1;6S
1764682238.489173 xterm-256color 116: kf41: (string) \\033[15;6~
1764682238.489175 xterm-256color 117: kf42: (string) \\033[17;6~
1764682238.489176 xterm-256color 118: kf43: (string) \\033[18;6~
1764682238.489177 xterm-256color 119: kf44: (string) \\033[19;6~
1764682238.489179 xterm-256color 120: kf45: (string) \\033[20;6~
1764682238.489180 xterm-256color 121: kf46: (string) \\033[21;6~
1764682238.489182 xterm-256color 122: kf47: (string) \\033[23;6~
1764682238.489183 xterm-256color 123: kf48: (string) \\033[24;6~
1764682238.489185 xterm-256color 124: kf49: (string) \\033[1;3P
1764682238.489186 xterm-256color 125: kf5: (string) \\033[15~
1764682238.489187 xterm-256color 126: kf50: (string) \\033[1;3Q
1764682238.489189 xterm-256color 127: kf51: (string) \\033[1;3R
1764682238.489190 xterm-256color 128: kf52: (string) \\033[1;3S
1764682238.489192 xterm-256color 129: kf53: (string) \\033[15;3~
1764682238.489193 xterm-256color 130: kf54: (string) \\033[17;3~
1764682238.489195 xterm-256color 131: kf55: (string) \\033[18;3~
1764682238.489196 xterm-256color 132: kf56: (string) \\033[19;3~
1764682238.489198 xterm-256color 133: kf57: (string) \\033[20;3~
1764682238.489199 xterm-256color 134: kf58: (string) \\033[21;3~
1764682238.489200 xterm-256color 135: kf59: (string) \\033[23;3~
1764682238.489202 xterm-256color 136: kf6: (string) \\033[17~
1764682238.489203 xterm-256color 137: kf60: (string) \\033[24;3~
1764682238.489205 xterm-256color 138: kf61: (string) \\033[1;4P
1764682238.489206 xterm-256color 139: kf62: (string) \\033[1;4Q
1764682238.489210 xterm-256color 140: kf63: (string) \\033[1;4R
1764682238.489211 xterm-256color 141: kf7: (string) \\033[18~
1764682238.489213 xterm-256color 142: kf8: (string) \\033[19~
1764682238.489214 xterm-256color 143: kf9: (string) \\033[20~
1764682238.489216 xterm-256color 144: kHOM: (string) \\033[1;2H
1764682238.489217 xterm-256color 145: kHOM3: (string) \\033[1;3H
1764682238.489218 xterm-256color 146: kHOM4: (string) \\033[1;4H
1764682238.489220 xterm-256color 147: kHOM5: (string) \\033[1;5H
1764682238.489221 xterm-256color 148: kHOM6: (string) \\033[1;6H
1764682238.489223 xterm-256color 149: kHOM7: (string) \\033[1;7H
1764682238.489224 xterm-256color 150: khome: (string) \\033OH
1764682238.489226 xterm-256color 151: kIC: (string) \\033[2;2~
1764682238.489227 xterm-256color 152: kIC3: (string) \\033[2;3~
1764682238.489229 xterm-256color 153: kIC4: (string) \\033[2;4~
1764682238.489230 xterm-256color 154: kIC5: (string) \\033[2;5~
1764682238.489231 xterm-256color 155: kIC6: (string) \\033[2;6~
1764682238.489233 xterm-256color 156: kIC7: (string) \\033[2;7~
1764682238.489234 xterm-256color 157: kich1: (string) \\033[2~
1764682238.489236 xterm-256color 158: kind: (string) \\033[1;2B
1764682238.489237 xterm-256color 159: kLFT: (string) \\033[1;2D
1764682238.489239 xterm-256color 160: kLFT3: (string) \\033[1;3D
1764682238.489240 xterm-256color 161: kLFT4: (string) \\033[1;4D
1764682238.489242 xterm-256color 162: kLFT5: (string) \\033[1;5D
1764682238.489243 xterm-256color 163: kLFT6: (string) \\033[1;6D
1764682238.489245 xterm-256color 164: kLFT7: (string) \\033[1;7D
1764682238.489246 xterm-256color 165: kmous: (string) \\033[<
1764682238.489248 xterm-256color 166: knp: (string) \\033[6~
1764682238.489249 xterm-256color 167: kNXT: (string) \\033[6;2~
1764682238.489250 xterm-256color 168: kNXT3: (string) \\033[6;3~
1764682238.489252 xterm-256color 169: kNXT4: (string) \\033[6;4~
1764682238.489253 xterm-256color 170: kNXT5: (string) \\033[6;5~
1764682238.489255 xterm-256color 171: kNXT6: (string) \\033[6;6~
1764682238.489256 xterm-256color 172: kNXT7: (string) \\033[6;7~
1764682238.489258 xterm-256color 173: kpp: (string) \\033[5~
1764682238.489259 xterm-256color 174: kPRV: (string) \\033[5;2~
1764682238.489261 xterm-256color 175: kPRV3: (string) \\033[5;3~
1764682238.489262 xterm-256color 176: kPRV4: (string) \\033[5;4~
1764682238.489263 xterm-256color 177: kPRV5: (string) \\033[5;5~
1764682238.489265 xterm-256color 178: kPRV6: (string) \\033[5;6~
1764682238.489266 xterm-256color 179: kPRV7: (string) \\033[5;7~
1764682238.489268 xterm-256color 180: kri: (string) \\033[1;2A
1764682238.489269 xterm-256color 181: kRIT: (string) \\033[1;2C
1764682238.489271 xterm-256color 182: kRIT3: (string) \\033[1;3C
1764682238.489272 xterm-256color 183: kRIT4: (string) \\033[1;4C
1764682238.489274 xterm-256color 184: kRIT5: (string) \\033[1;5C
1764682238.489275 xterm-256color 185: kRIT6: (string) \\033[1;6C
1764682238.489276 xterm-256color 186: kRIT7: (string) \\033[1;7C
1764682238.489278 xterm-256color 187: kUP: (string) \\033[1;2A
1764682238.489279 xterm-256color 188: kUP3: (string) \\033[1;3A
1764682238.489281 xterm-256color 189: kUP4: (string) \\033[1;4A
1764682238.489282 xterm-256color 190: kUP5: (string) \\033[1;5A
1764682238.489284 xterm-256color 191: kUP6: (string) \\033[1;6A
1764682238.489285 xterm-256color 192: kUP7: (string) \\033[1;7A
1764682238.489287 xterm-256color 193: Ms: (string) \\033]52;%p1%s;%p2%s\\a
1764682238.489288 xterm-256color 194: Nobr: [missing]
1764682238.489290 xterm-256color 195: ol: [missing]
1764682238.489291 xterm-256color 196: op: (string) \\033[39;49m
1764682238.489293 xterm-256color 197: Rect: [missing]
1764682238.489294 xterm-256color 198: rev: (string) \\033[7m
1764682238.489295 xterm-256color 199: RGB: [missing]
1764682238.489297 xterm-256color 200: ri: (string) \\033M
1764682238.489298 xterm-256color 201: rin: (string) \\033[%p1%dT
1764682238.489300 xterm-256color 202: rmacs: (string) \\033(B
1764682238.489301 xterm-256color 203: rmcup: (string) \\033[?1049l\\033[23;0;0t
1764682238.489308 xterm-256color 204: rmkx: (string) \\033[?1l\\033>
1764682238.489310 xterm-256color 205: Se: (string) \\033[2 q
1764682238.489312 xterm-256color 206: setab: (string) \\033[%?%p1%{8}%<%t4%p1%d%e%p1%{16}%<%t10%p1%{8}%-%d%e48;5;%p1%d%;m
1764682238.489314 xterm-256color 207: setaf: (string) \\033[%?%p1%{8}%<%t3%p1%d%e%p1%{16}%<%t9%p1%{8}%-%d%e38;5;%p1%d%;m
1764682238.489315 xterm-256color 208: setal: [missing]
1764682238.489317 xterm-256color 209: setrgbb: (string) \\033[48;2;%p1%d;%p2%d;%p3%dm
1764682238.489319 xterm-256color 210: setrgbf: (string) \\033[38;2;%p1%d;%p2%d;%p3%dm
1764682238.489320 xterm-256color 211: Setulc: [missing]
1764682238.489322 xterm-256color 212: Setulc1: [missing]
1764682238.489323 xterm-256color 213: sgr0: (string) \\033(B\\033[m
1764682238.489325 xterm-256color 214: sitm: (string) \\033[3m
1764682238.489326 xterm-256color 215: smacs: (string) \\033(0
1764682238.489328 xterm-256color 216: smcup: (string) \\033[?1049h\\033[22;0;0t
1764682238.489329 xterm-256color 217: smkx: (string) \\033[?1h\\033=
1764682238.489331 xterm-256color 218: Smol: [missing]
1764682238.489332 xterm-256color 219: smso: (string) \\033[7m
1764682238.489334 xterm-256color 220: smul: (string) \\033[4m
1764682238.489335 xterm-256color 221: Smulx: [missing]
1764682238.489337 xterm-256color 222: smxx: (string) \\033[9m
1764682238.489338 xterm-256color 223: Sxl: [missing]
1764682238.489340 xterm-256color 224: Ss: (string) \\033[%p1%d q
1764682238.489341 xterm-256color 225: Swd: [missing]
1764682238.489342 xterm-256color 226: Sync: [missing]
1764682238.489344 xterm-256color 227: Tc: (flag) true
1764682238.489345 xterm-256color 228: tsl: (string) \\033]0;
1764682238.489347 xterm-256color 229: U8: [missing]
1764682238.489348 xterm-256color 230: vpa: (string) \\033[%i%p1%dd
1764682238.489350 xterm-256color 231: XT: (flag) true
1764682238.489368 /dev/ttys000: \033[?1049h\033[22;0;0t
1764682238.489370 /dev/ttys000: \033[?1h\033=
1764682238.489372 /dev/ttys000: \033[H\033[2J
1764682238.489374 /dev/ttys000: using UTF-8 for ACS
1764682238.489375 /dev/ttys000: \033[?12l\033[?25h
1764682238.489377 /dev/ttys000: \033[?1000l\033[?1002l\033[?1003l
1764682238.489378 /dev/ttys000: \033[?1006l\033[?1005l
1764682238.489380 /dev/ttys000: \033[?2004h
1764682238.489381 /dev/ttys000: \033[?2031h\033[?996n
1764682238.489383 /dev/ttys000: start timer started
1764682238.489385 event_del_: event has no event_base set.
1764682238.489386 /dev/ttys000: \033(B\033[m
1764682238.489388 /dev/ttys000: \033[?12l\033[?25h
1764682238.489390 /dev/ttys000: current mode ALL
1764682238.489391 /dev/ttys000: setting mode CURSOR
1764682238.489393 /dev/ttys000: \033[?1006l\033[?1000l\033[?1002l\033[?1003l
1764682238.489402 /dev/ttys000: \033[1;1H
1764682238.489407 /dev/ttys000: \033[1;55r
1764682238.489409 new key \033[1;2P: 0x40000010e25b (S-F1)
1764682238.489411 new key \033[1;3P: 0x810000010e25b (M-F1[I])
1764682238.489413 new key \033[1;4P: 0x850000010e25b (M-S-F1[I])
1764682238.489414 new key \033[1;5P: 0x20000010e25b (C-F1)
1764682238.489416 new key \033[1;6P: 0x60000010e25b (C-S-F1)
1764682238.489418 new key \033[1;7P: 0x830000010e25b (C-M-F1[I])
1764682238.489419 new key \033[1;8P: 0x870000010e25b (C-M-S-F1[I])
1764682238.489421 new key \033[1;9P: 0x810000010e25b (M-F1[I])
1764682238.489423 new key \033O1;2P: 0x40000010e25b (S-F1)
1764682238.489424 new key \033O1;3P: 0x810000010e25b (M-F1[I])
1764682238.489426 new key \033O1;4P: 0x850000010e25b (M-S-F1[I])
1764682238.489427 new key \033O1;5P: 0x20000010e25b (C-F1)
1764682238.489429 new key \033O1;6P: 0x60000010e25b (C-S-F1)
1764682238.489431 new key \033O1;7P: 0x830000010e25b (C-M-F1[I])
1764682238.489432 new key \033O1;8P: 0x870000010e25b (C-M-S-F1[I])
1764682238.489434 new key \033O1;9P: 0x810000010e25b (M-F1[I])
1764682238.489435 new key \033O2P: 0x40000010e25b (S-F1)
1764682238.489437 new key \033O3P: 0x810000010e25b (M-F1[I])
1764682238.489438 new key \033O4P: 0x850000010e25b (M-S-F1[I])
1764682238.489440 new key \033O5P: 0x20000010e25b (C-F1)
1764682238.489442 new key \033O6P: 0x60000010e25b (C-S-F1)
1764682238.489445 new key \033O7P: 0x830000010e25b (C-M-F1[I])
